id,date,text,target
3140,2009-06-06,How dare those wankers block twitter at the forum ,0
3141,2009-05-29,I'm feeling very sad for we will miss Blair-A very much. ,0
3142,2009-06-18,@PattiB0i For some of us it's morning and work time ,0
3143,2009-06-20,Very tired all of a sudden.. ,0
3144,2009-06-23,But it was well good! Alarm clock is set to wake me up in 5 hours.. this exam is not going to go well ,0
3145,2009-06-20,"Moving in 2 weeks! Excited about the change, but we're going to have to give up our new rolls as Members on our Local Spiritual assembly ",0
3146,2009-06-19,@esselis  so what is it?,0
3147,2009-06-01,@SyedMuhafiz yup the emoji is working. now the stupid maxis sim card ain't.  blegh.  leaving 15th june ,0
3148,2009-06-20,All a nigga wanna do is go home...ain't been home in 3days ,0
3149,2009-06-23,it creeeps me out when i know people ,0
3150,2009-05-26,12 long and stressful days ,0
3151,2009-06-20,Why can I suddenly not knit a scarf? It shouldn't be this hard. ,0
3152,2009-06-20,"@JoceMcKnight sorry about the pedi  nothing worse than wanting to treat urself for a job well done, and something ruining it!",0
3153,2009-05-30,@antsmarching how's he going to show up Vegas in fenway  this makes me more upset than last night...or darien. Ugh.,0
3154,2009-04-19,@shaunashaw slept too late ,0
3155,2009-06-18,just got done studying and its almost 1 in the morning! I have a really bad earache..oh that's because I am still sick! lol make's since ,0
3156,2009-06-07,"only 19 more weeks to go, so much to do, so little time ",0
3157,2009-06-02,@bernadinee can u take the photo of box collection and up on twitpic for me? Just wanna see it ,0
3158,2009-06-07,@smashedthehomie really? They just told u? Sorry ,0
3159,2009-05-03,@JetGirlArt yeah yard work generally bites. I always worry about the lawn if it's short enough ,0
3160,2009-06-17,"Coding + Corona + Chinese Music is my new secret formula.  Now it is time to go to bed.  Man, I miss Taiwan ",0
3161,2009-06-16,Just woke up!! Ready for something yummy to eat-missing the bbq at my dads bcuz I just woke up ,0
3162,2009-06-01,Sorting contents of apartment - spread all over. What's sentimental enough to be worth the hassle and expense of bringing home? ,0
3163,2009-05-29,@JraseanJ aww  I wish there was sun out here. Then I can get a tan!!!!  (walks it out) go meee go meeee,0
3164,2009-06-06,"Is Spiderman 3 supposed to be an Emo movie? WTF, Spidy? Why did you ruin Venom? Oh, drag me to hell, please ",0
3165,2009-05-02,Doesn't always like the things God asks me to do... sad that tomorrow is my last day with my s. bend church family ,0
3166,2009-06-18,@eurini Done!! Wehey! Got indegestion though  and HAHA! Please don't stop Lorraine!,0
3167,2009-06-07,Pounding headache ,0
3168,2009-06-17,@youzaherb I stink? ,0
3169,2009-05-29,@Alma773  want somebody to hold me Alma! tear tear,0
3170,2009-05-28,"Uhoh, laptop problem: I re-attached and closed the battery/hard drive cover, and now there's a gap and a bulge, but it closes completely. ",0
3171,2009-06-19,@ashley_eastwest sorry for typing all in caps  ,0
3172,2009-06-21,The trouble with weekends is that everyone else gets to relax but me ,0
3173,2009-05-04,"@QBKirsty Nah, It's a big pile of pantieloons!!!!! ",0
3174,2009-05-29,"@katschio  I was completely enraptured by your fascinating updates on your testing! What will I do now?! Oh, wait--Yeah. Work. Of course.",0
3175,2009-06-19,Today my baby turns 15!! Hope she is having a good time at youth conference. I'm gonna miss spending her birthday with her ,0
3176,2009-06-01,@mrlasertron I love Neo.  I miss it ,0
3177,2009-06-06,@jblumemberg jooooyi! are you still alive? i don't know anything about you!  call me 2morrow! cuz 2day im going out IN MY RED HIGH HEELS!,0
3178,2009-06-18,Its hs graduation day round here - so time to hit up the party circuit. Too bad I got no room 2 grub thanks to my bet ,0
3179,2009-05-30,Thumbs down from me . Sorry! ,0
3180,2009-06-06,"@mrsemdle Cool. We only went to Wales and France when I was at school. Oh, and Minehead. ",0
3181,2009-06-18,Are stitching 34 hand held images for a creative panorama. Shot with a Sony DSC-V1.... can only capture jpg in 8bit ,0
3182,2009-06-16,After a long day of meetings I'm looking forward to finishing some scholarly reading and catching up on some shows tonight sans husband ,0
3183,2009-06-03,@JaySkillz right! I can't sleep.... And soooo much to do tomorrow ,0
3184,2009-05-29,@ayawan that's such a long time from now ,0
3185,2009-06-05,@rose_w Oh no!  I hope you can an account in my helpdesk so you can give me more details. http://www.picknicksbrain.com/helpdesk,0
3186,2009-06-19,@TimothyH2O LOL what a coincidence!! Why are you listening to sad songs again ? ,0
3187,2009-05-31,@omgfab its annoying me  i don't know why either!,0
3188,2009-06-03,@CallaLilly84 we are always interested in those who won't give us the time of day.. It's sad really. ,0
3189,2009-06-01,cooking skills have declined......and i prepared all afternoon  disaster,0
3190,2009-06-25,Time to sleep... Long day again tomorrow ,0
3191,2009-06-05,Tornado passed over my house! ,0
3192,2009-06-17,@MaRieMONOPOLY I've done that before :S it does hurt ,0
3193,2009-06-07,twitter has come to bore me. Not going to Grand Ol Day because of the cold and rain ,0
3194,2009-06-07,arghhh welsh exam tomorrow ,0
3195,2009-06-06,No wifi here  Thank heavens for 'Angela's airwaves' whoever Angela is...,0
3196,2009-05-17,just watched the end of prison break....And all I can say is wow.   ,0
3197,2009-05-02,is fighting allergies and i'm getting my butt kicked!... i have too many things to do today... this cant be good! ,0
3198,2009-06-01,ADD ME ON LJ AGAIN PLS.  i got a new name and deleted all friend of's. http://songshesings.livejournal.com/profile!!,0
3199,2009-06-17,I think I need to weld my ring onto my finger.. Every time I look down it's gone ,0
3200,2009-06-01,sick  lying on the couch watching sesame street. hahaa,0
3201,2009-06-19,My sweet little baby has two more teeth coming in and wants nothing but Mommy!      I Iove the hugs but hate the thought of her in pain ,0
3202,2009-06-04,"@RealSkipBayless we've got the french open on here, not espn first take ",0
3203,2009-06-06,Went to get my eye brows waxed and now has first degree burns on them. Ugh. Stupid acne med 's ,0
3204,2009-06-06,I hate to do this so early but the meds are getting to me and I need to sleep. I'm SO screwed for work tomorrow ,0
3205,2009-06-05,@JenAlaniz  heck yes girl!!!!  I had 6 of them.  Now they are gone ,0
3206,2009-06-18,QUICKDOAHAPPYDANCECUZ THERESTHESUN OHNONOWITS GONEandnowimsad...awwww ,0
3207,2009-06-19,"Argh. Contents of bin bag has blown all over the road and my favouritest jeans for years are holing   Dear God, what is to become of me?",0
3208,2009-06-24,Is wondering why men take so long to get back to you! ,0
3209,2009-06-15,I think &lt; 3 hours of sleep + a cold = dimming of my #pens stanley cup glow.  ,0
3210,2009-06-21,I feel...rough. This always happens after exams. I cant bring myself to move and i feel ery nauseous  PLEASE clear up for prom tomorrow!,0
3211,2009-05-31,Sunday. . . work tomorrow ,0
3212,2009-06-19,"I need to relax, to have peace! ",0
3213,2009-06-07,@pussyprevails my bad i got bad timin' ,0
3214,2009-06-18,Someone peed in the mystic trashcan AGAIN!!!  Oh HELL NO!!!!!  So done ,0
3215,2009-06-15,chilling out and preparing for another sh*t day at school. French first - help ,0
3216,2009-06-16,im still single and lonely.. ,0
3217,2009-06-06,miserable with allergies ,0
3218,2009-05-30,I can't find my car ,0
3219,2009-06-06,@feliciaday can you take me in? I'm homeless ,0
3220,2009-06-01,@crystalchappell Good night to you... I have to go to work.. not fair ,0
3221,2009-05-28,@DEmONictimez  i cant explain it,0
3222,2009-06-15,Need to start calling ahead &amp; checking business hours! Mom's Burgers closed ,0
3223,2009-05-31,rucksack won  hey ho... See ya laters x,0
3224,2009-06-23, leaving this hotel room sucks. They upgraded up to a two bedroom suite. Oh well.,0
3225,2009-06-15,leaving for boyne within the next 30 minutes. i miss nathan  can't wait to see him when i get back.,0
3226,2009-06-19,"Oh come on, what went wrong can be forgiven (?) ",0
3227,2009-06-06,"@VtgRoseClothing so beautiful blouse, too bad it's not my size ",0
3228,2009-05-30,I just finished reading Dead Zone a couple days ago and Cujo today. Both amazing but SO SAD!  ,0
3229,2009-06-24,@Harishk not fine ,0
3230,2009-05-22,chem alllll day ,0
3231,2009-05-17,"On, no, sister is watching Disney's Tarzan... I want to watch it too ",0
3232,2009-06-18,Why is he sad? I'm just being supportive to him. ,0
3233,2009-06-02,Does gloating tempt fate? I gather it's great weather in the UK and it's gone all cloudy and grey in Greece. I promise not to gloat again ,0
3234,2009-04-18,@stellakwok i need to buy a &quot;officially&quot; unlocked iPhone from HongKong any tips as i am in Pakistan ,0
3235,2009-06-17,wahhhhh!! i have to learn physics but i don't know what i have to learn ,0
3236,2009-06-23,oh fed up of looking for a tripod!  too many choices &amp; none really perfect for me. Dont want to spend Â£Â£Â£s &amp; not end up using it.,0
3237,2009-06-02,He is trying to leave again. He is so stubborn.   I love my dad,0
3238,2009-05-04,"@Sine_Qua_Non rain here too.... slightly less yummy though, i wanna be out and about ",0
3239,2009-06-17,@Farrahri ah. I tweetd to myself. -.- my holiday sucks.  i have 1.5 years of concepts to remember for my mid years in a week. I'm dying.,0
3240,2009-06-01,"End of Day 3, down 500 today ",0
3241,2009-06-15,is trying to sleep but cant keep my eyes closed.  x,0
3242,2009-06-07,@xPaigemariex3 why for? ,0
3243,2009-06-21,TSK! Not what I wanted to see! I wanted to find out how those street magicians levitate ,0
3244,2009-04-18,@Lou_bookpushers Did you cry at the end? I did ,0
3245,2009-06-16,with @moronoxim and @marypiii in a crowded computer class. ,0
3246,2009-05-31,please pray for my uncle that he gets out of jail fine ,0
3247,2009-06-22,accident on the 133 to laguna beach??? Im stuck. ,0
3248,2009-06-06,itÂ´s a rainy day today ,0
3249,2009-06-15,@PandaRemix - ouch ,0
3250,2009-06-07,My internet is being unfriendly... i think it's cos of the thunderous weather noooooooo  I like electricity!!!!!!,0
3251,2009-06-01,just when things were starting to look up... BAM! You get kicked in the (imaginary) balls by life ,0
3252,2009-06-15,"hungry! too much typing today, and it is only 12. ",0
3253,2009-05-30,wasting my saturday washing/cleaning ,0
3254,2009-06-07,I miss my friend Heather. ,0
3255,2009-06-20,@xoKARLA WHAT 2ND ROW?! I'm so jealous  You better post pictures!!,0
3256,2009-06-19,"if you use groups in tweetdeck, not sure what happened but I have noticed a few people falling out of the groups, not sure why ",0
3257,2009-06-15,"@autom8 Disappointed w/ Terminator. It's been converted to a futuristic war movie. Only action, no story line, no credible characters ",0
3258,2009-06-06,fat cat vom'd..i slipped barefoot in it. sickie cat has stopped eating and spends minutes at a time dry retching. heartbreaking. ,0
3259,2009-04-19,on my way back from the cape. wish we coulda stayed longerrr ,0
3260,2009-06-16,Sorts got a headache. ,0
3261,2009-06-15,@XaviAceto I haven't read it either. ,0
3262,2009-06-15,watching Desperate Housewives. Eadie dies tonight not happy about it  she is the only one that comes out with the best calls its hilarious,0
3263,2009-06-22,3 dayys left @ school ahhh holidays 7 whole weeks without fun bus times ,0
3264,2009-05-18,@AllysonAkridge im going to europe for christmas holiday. im kinda excited about it. i need to lose weight. ,0
3265,2009-06-14,It's the end of the night for me. How is it that my 4 day weekend went by so fast? ,0
3266,2009-06-20,"@kidsfashion awwww huni big hugs, that must have been hard ",0
3267,2009-05-30,What is up with this crappy San Diego weather?  This doesn't help my cough and cold get any better!!!,0
3268,2009-06-24,So there's a HUGE gigantor looking centipede thing on my ceiling and I'm to scared to squish it ... So much for sleep tonight ,0
3269,2009-06-23,@Heyashleyhey  please don't are you coming to the birthday thingy?,0
3270,2009-06-23,woke up early to jump start James' car...it wouldn't start ,0
3271,2009-06-19,"i was thinking about where to go. Uhh, nowhere else. just home. MAKEMEHAPPY ",0
3272,2009-06-21,everyday there is hair on my toothbrush ,0
3273,2009-06-19,@hubmum thanks hun - but this written for existing iPhone 3G customer - am existing XDA customer with a 3G enabled SIM - not quite same.. ,0
3274,2009-06-20,@alexandracarrin thats good! im pretty much in love with my place in abilene too. i miss it ,0
3275,2009-05-09,@MamaSeason oh no.  maybe some will open up..,0
3276,2009-06-20,@Lyric2283 I'm sorry about your friend ,0
3277,2009-06-02,have to go to school tomorrow again ,0
3278,2009-05-26,i hate when i'm just trying to look something up online &amp; a scary horror movie trailer comes up out of nowhere &amp; my speakers are on blast ,0
3279,2009-06-18,Off to work then Calirayaaa. I'm excited but I will surely miss Pablooo.  http://plurk.com/p/11vf38,0
3280,2009-06-20,::sigh:: sometimes i just wonder what im going to do now that my world got turned upside down literally a week ago ,0
3281,2009-06-18,Peace out girl scouts ,0
3282,2009-06-17,@Chet6 You're absolutely right man - makes us sound like Sunshine... ,0
3283,2009-06-25,Why wont the printer work? ARGH! ,0
3284,2009-06-22,"Depressed. It's so nice other people can do what they want, but I can't. I feel like a bad parent. Hell, I am... ",0
3285,2009-06-03,@OneLovelyLibra wow you tweet alot O.O please sloooow down i think i got like 100 updates from you alone ,0
3286,2009-05-31,@douggpound !!!?! Fuuuuck ,0
3287,2009-05-31,wish i was already in chi. missing out on parties here  TOMORROW!! i am fucked up and sleepy,0
3288,2009-05-16,"@mdjensen Yeah I know, but those are my only reviews. Been waiting for three days to read any ",0
3289,2009-05-29,@mitchelmusso I can't call Mitch!  Im from sweden!,0
3290,2009-06-07,history tomorrow  oh no,0
3291,2009-06-23,@brunsli i wish i understood what you are talking about! I dont feel well read right now ,0
3292,2009-05-03,Still up writing this paper. Finals Week!!! ,0
3293,2009-05-02,Havent really slept yet. Up all night vomiting  @momleelee you feel okay?,0
3294,2009-06-17,@vodafoneNZ Pity Flaxmere doesn't have 2100MZH 3G  anyways follow me if you read me cause i can see what your saying ,0
3295,2009-06-19,going joggin on my jacks... ,0
3296,2009-06-15,@iDekz that blows!  oh well... Hopefully the 4th gen iPhone will be a bigger upgrade anyways!,0
3297,2009-05-30,"This Darfur vid http://www.youtube.com/watch? v=5DcFs4NSDT0&amp;feature=related mks me feel sad&amp;upset, nt 2 mention Human Rights lack   ",0
3298,2009-06-24,phone is off b/c i didn't send the old one in the mail in time  what am i gonna do without it...craaaap,0
3299,2009-05-31,"@brooksy_c thanks, still not feeling great, gotta go see another dr on Monday, could b ruptured tendon ",0
3300,2009-06-17,i would freeze if this tea didn't keep me warm ,0
3301,2009-06-20,TweetDeck went from fantasmic to a limp app that cant perform ,0
3302,2009-06-06,@Nadds &quot;Come back in an hour...&quot; What's that about?? LOL! Did I bite you? 'Cause I did - some of the tweets don't show up in my stream. ,0
3303,2009-05-28,#beer #friday #melbourne #cbd #mtub #mini #cmon Thirsty and lonely ... you buggers are making me feel like a scotty no mates ,0
3304,2009-06-02,finshed my mars bar ,0
3305,2009-06-19,No more Sweet Tomatoes for me.  I can not exhibit any self control. Me = almost dead.,0
3306,2009-06-18,...no im sorry. shes NOT much better  your clearly happy though.. so i loooove you &lt;3,0
3307,2009-06-20,Hanging out at the office with good friends. Do not what to work tomorrow. Ready for my day off on Monday! Need to clean and do dishes ,0
3308,2009-06-05,Finally home!!! Im super tired!!! Gonna watch a movie wit my lover (@neyda_88) hehe then sleep i gotta work tomorrow ,0
3309,2009-05-10,"ready to rumble, the movie not the action.. actually.. both, you're so mad same tweet different movie..lost at uno  pathetic",0
3310,2009-06-06,damn... drop by 2  103. itkeepsyourunning.com,0
3311,2009-06-19,waiting for them to pull kodi's toe there's a chance he may end up lossing it ,0
3312,2009-04-19,@ameym21wong Take the bus ,0
3313,2009-06-17,Restaurant City is in under maintenance... ,0
3314,2009-06-18,Its so gloomy ,0
3315,2009-06-17,Grr feeling crappy today . In work wearing sunglasses and a hat. It's too bright and no I haven't been drinking  wish I had :p,0
3316,2009-05-22,Crap - Google Reader has 800+ items for me to  read again - DOH - it was down to 83 the other day ,0
3317,2009-05-01,"I LOVE that I can now open my windows, but irked my neighbors smoke... ",0
3318,2009-05-29,@kailaengland because were guilty until proven innocent ,0
3319,2009-05-30,AHHHHGH. Internet at my new apartment SUCKS. I can't even stream anything from Netflix or Hulu. ,0
3320,2009-06-19,I wanna play sexbawcks ,0
3321,2009-05-18,Today is graduation! This is the first class I graduated! My boss won't even let us attend! ,0
3322,2009-06-21,@bren_311 im sorry  i figured out what mine was. i had to vomit. TMI.,0
3323,2009-06-20,"not sure what's going on, seems like gagagogo is blocked ",0
3324,2009-06-19,coughing fit oin work. on the phone. nice ,0
3325,2009-06-05,that pickle made my tummy hurt. ,0
3326,2009-06-07,@irenerencsi How are you doing? What are you up to this weekend? Missed you in am yesterday ,0
3327,2009-06-01,What is up with guys anymore. ,0
3328,2009-06-20,is bummed...nearly 2 pm and the hubby is still at work...what a waste of a beautiful day ,0
3329,2009-06-04,Thinks working out is funner &amp; better at the gym. ,0
3330,2009-06-19,Its raining so much  waiting for dad to pik me up.,0
3331,2009-06-06,@xShyannexStarx sometimes ,0
3332,2009-06-18,"@bbrathwaite Holy fuck! Noooo! Augh, I'm so sorry! ",0
3333,2009-05-04,is ready for a busy week......aww man. weekend happened too fast. sad face ,0
3334,2009-06-17,"still pissed, but now im sad! ",0
3335,2009-06-06,I think my dogs poorly hes pacing and crying ,0
3336,2009-06-16,Just got some bad... make that terrible news at work.... ,0
3337,2009-06-06,finished dance ,0
3338,2009-05-18, my kidneys hurt a lot right now wtffff,0
3339,2009-06-15,Wishes marijuana was legal....  Lmao.. but seriously,0
3340,2009-06-06,missing @andiii_ &amp; @brunalc   I love you girls &lt;3,0
3341,2009-05-13,@arpanshah @harbars  Yeah developers just &quot;hate&quot; frameworks (like WSS) and love to work from scratch.They just do not see benefits we do. ,0
3342,2009-06-16,"@emiliokaram of course! except, naturally, it was me ",0
3343,2009-06-01,still at home ,0
3344,2009-06-25,"@markmeets only just seen your tweet! i would love a book of my work out, but, i'm not famous enough yet  so... no book - YET!! x",0
3345,2009-06-16,#flylady which fell over in my car on the last turn before my road!! Now taking a spoon &amp; going outside to repot the plant &amp; get the dirt ,0
3346,2009-06-20,I feel soo sick like I'm gonna throw up.. ,0
3347,2009-05-31,@CMalachi I wanted ice cream &amp; didn't have any in the house   lol,0
3348,2009-06-17,Wow so the nice weather didn't last long at all. It's rainy and gloomy outside now. ,0
3349,2009-06-18,@HellerMD98  so sorry to hear abt M.  Hope you all get better quickly!!!,0
3350,2009-05-04,On way back now ,0
3351,2009-06-06,got attacked by mosquitoes ,0
3352,2009-05-29,@LegalCookie Hmmm. Guess the stars weren't aligned. Welcome to my world. ,0
3353,2009-06-06,days off go to fast ,0
3354,2009-06-06,"just finished watching The Curious Case of Benjamin Button - &lt;3 the movie but it brought me to tears, why must they make sad movies?! ",0
3355,2009-05-04,"just woke up again for the 2nd time today, i dont feel very well ",0
3356,2009-05-10,"So Sick  My Head hurts.. and my throat... and.. well, just everything. :'(",0
3357,2009-06-20,I miss my basement.  ,0
3358,2009-06-05,"@Cherrim Tomorrow, 11am  Oh have you seen my pikachu? :3 http://bit.ly/BvAv6",0
3359,2009-06-19,I think he's mad at me and I don't even know why. He's been ignoring me for almost two days. ,0
3360,2009-05-30,going to cut hair ,0
3361,2009-06-15,@HHumes noo i was but then I HAD TO LOOK AFTER THE LITTLE UN !!  bad timess x,0
3362,2009-06-15,My day off always go by too quickly. I miss Rosie ,0
3363,2009-05-01,"wishing the day was about 15 hours longer so i could fit more into it! 90% of people said that if the day was longer, they would work. ",0
3364,2009-05-30,"@chocoshabi definetly! but at least we don't have to wait one year or somethin' like that ... oh , i'm REALLY lookin' forward to august ",0
3365,2009-06-20,AMV contest blows and i missed the lovecom AMV ,0
3366,2009-05-03,Going to bed now. Night night everyone. Gotta do some LLW revision tomorrow ,0
3367,2009-05-01,"@dreamdiamond Suspected, yes, but I doubt we'll ever know for sure now the perpetrator has died; total death toll now on 7 and may rise ",0
3368,2009-05-03,my stomach hurts ,0
3369,2009-05-22,Who misses the Internet?  I do.  ,0
3370,2009-04-20,i missed the ym confe with my girlfriends because my mom used my laptop. ,0
3371,2009-06-19,Why can't she accept it ?? She is driving me nuts with her attitude  Yeah that's my best friend ^^ wuhuu,0
3372,2009-06-16,O shit! I forgot again...when is Fathers Day? I always get my dates mixed up ,0
3373,2009-06-03, dont know how im goin to go on. i cannot sleep. i keep thinking of her... ,0
3374,2009-06-18,"says it's 9:25, but im not yet sleeping...  http://plurk.com/p/11wtdi",0
3375,2009-06-03,"I think I need to look at changing my GB usage on t'internet BB package, need an increase  #karoo #broadband",0
3376,2009-06-19,I didnt know Ballbusting was a fetish?? no....really!! dude like that  ,0
3377,2009-06-18,"I like childhood games, but my parents doesn't, so we can't play tgt as a family ",0
3378,2009-06-07,My mothering skills scare me ,0
3379,2009-04-19,is on here instead of doing the 2 essays i should be doing  both due 1st thing in the morning and i feel sick ,0
3380,2009-05-29,played horrible golf today  dinner with the folks!,0
3381,2009-06-16,Is desperately missing her best friends. ,0
3382,2009-05-22,@sonialisette lakers lost   but wow what a game!!,0
3383,2009-06-21,"@elka_ where did you get the juicebox from? It's so cute, but I couldn't find b*H. ",0
3384,2009-06-07,@MissMIsanchez I was workin and at drais mostly and other night my I d got taken   http://myloc.me/2TLe,0
3385,2009-06-19,@CrissyVilla10 aww that movie makes me cry..  reminds me of some speacial ppl I know,0
3386,2009-06-16,@dontgolooking lol! well you shouldn't ahve  but but but I'm having dinner so I allow myself to be on twitter hahahah,0
3387,2009-05-31,@windexcleansall ME TOO. ,0
3388,2009-06-07,@MarcHaduch yeah spam is spam ,0
3389,2009-04-19,Welsh Homework ,0
3390,2009-06-15,I'm still here and I need to sleep  so tired! I really hate chemistry!,0
3391,2009-06-20,I want some ice cream!!!  I'm flexin on my ex if u know what I mean!!!,0
3392,2009-05-28,@markhoppus  why mexico? you have to think in argentina mark ,0
3393,2009-06-25,@MrBoutique but my fam  from brooklyn came up ,0
3394,2009-05-28,Why do i have to work tomorrow!? ,0
3395,2009-06-15,Had a great weekend with my boys!  Finally back on track.  Now work until Friday ,0
3396,2009-06-18,"@MsEhenry HAha so im going to txt him and see if he will be,,,cuz I need a few too...and me being 19 is a pity,  (and she weeps)",0
3397,2009-06-06,Having car trouble in Torrance ,0
3398,2009-06-17,@blingafe me neither  you'd have to do do like 1000 #squarespace tweets per day to have a chance lol.,0
3399,2009-05-18,"Is looking forward to meeting Nua Sheffield, but had a crap nights sleep  This is going to be a looooong day...",0
3400,2009-06-07,'s dru level is back to about 90%. Now she just needs to get the purity level back up. ,0
3401,2009-06-03,Hope I didn't drive all the way to Brentwood for no reason ,0
3402,2009-05-29,"I had a horrible dream  it had to do with a scary face, now im awake for the rest of the night. God dammit :\",0
3403,2009-06-06,@jasminedesiree me too I hate wearing pants ,0
3404,2009-06-17,Got hayfever today! ,0
3405,2009-06-16,juss gt dne arguen wit da wifey.... ,0
3406,2009-06-23,Washing dishes again! ,0
3407,2009-06-16,"@breezybrowneyes nvm, i saw the pics on fb. i should've known you'd go to DE for the beach. :] wish i was there so i coulda seen you! ",0
3408,2009-06-07,@ThisisDavina cant do any.....am going to work ,0
3409,2009-06-19,@Jayda_B ...and Xander still havent been invited ,0
3410,2009-05-18,@wjb17 HAHAHA. No picture and autograph though. ,0
3411,2009-06-16,I put by skinny jeans in the dryer now they feel really tight! ,0
3412,2009-06-18,Seeing my Cubs-Sox game day go down the drain ... with the rain! Boooh! ,0
3413,2009-05-17,"@twinschick1 I have a t-shirt from cafe press with a picture of John McCarthy, creator of Lisp. It is also fading after very few washes ",0
3414,2009-06-06,think I've got the mean reds ,0
3415,2009-05-31,"@monochromicon ah, too bad.. anyway, im pretty depressed. ",0
3416,2009-06-20,"@Daria67 I'm sorry hon, I just haven't heard you talk about Bono that much.  ",0
3417,2009-06-20,@SteveHarvin i havent seen u on here...and i think ima get fired ,0
3418,2009-05-31,lost my phone again!  hate that happened again...,0
3419,2009-06-16,@TheoryHazit Da'rel has told me of these little dinner parties you hold...JEALOUS! ,0
3420,2009-06-01,i wish mini wheats were frosted on both sides ,0
3421,2009-06-23,@bjblyth do you mean needs or has an update? Wish it had push notifications ,0
3422,2009-06-19,"@seanmacdo not sure, i work til 4:30, so it all depends on weather, and whether or not y'all are still there when I'm done. me so sad ",0
3423,2009-05-29,Things that happened today:  My younger brother ran over one of our dogs. Yeah. I know.  She's going to have surgery this weekend.  ,0
3424,2009-06-02,i can't sleep AGAIN... exam at 9  dayum,0
3425,2009-06-20,#IranElection I just saw Mousavi shot by Revolutionary Guard troops at the rally ,0
3426,2009-05-14,@jessalina cont... &amp; people have to search it  - but we can put trending topics in our updates so when people search we come up haha,0
3427,2009-05-04,Awake! And got sunscreen in my eye ,0
3428,2009-06-02,"@digitalprophet1 yeah me too, it's been pretty bad the last couple of days ",0
3429,2009-06-01,"@bencullimore - Geography  I revise, but nothing appears to be sinking in. My brain has turned in to mushhh",0
3430,2009-06-21,can not believe his leg wont allow him to play this year ,0
3431,2009-06-15,"Left work, stuck in traffic, saw bf for 20ish min, then he went back to work ",0
3432,2009-06-02,"http://twitpic.com/6glu6 - Oh Jason Vena, I miss you SO SO SO much ",0
3433,2009-06-06,"Feel sick. Eaten so much crap 2day that I want no sympathy.. donuts, crisps, biscuits, them chicken things that turn u in2 lions.. ugh! ",0
3434,2009-06-17,@funimation I haven't been to Dairy Queen in a while ,0
3435,2009-06-07,"Packing up, time to go home...I MISS MY HUBBY @pepto123 ",0
3436,2009-06-23,gonna take a small nap. see my bestfraaan and chill.  something just bit me on my finger! grrr ,0
3437,2009-05-04,@SeanMalarkey  I donï¿½t... No time for breakfast during work days... unless coffee counts hehehe :$,0
3438,2009-06-02,Is up at 2 am ,0
3439,2009-06-20,Someone came and stole a kitty while I was out last night...I'm so sad! ,0
3440,2009-06-05,Maintain your silky hair by sleeping on Satin Pillow cases...cotton is known for absorbing moisture..and your hair doesn't like that ,0
3441,2009-04-07,I am very close to buying a MacBook ,0
3442,2009-06-15,My puppy just got sick  poor sparty!!!,0
3443,2009-05-29,"@Kathleen_Bee same here : /   Coincidently, my friend just cancelled our movie date ",0
3444,2009-06-20,I have no internet on my computer.. Love life ,0
3445,2009-06-15,No parasol for tonight. ,0
3446,2009-04-20,Watching @LJRICH on the tv at work. No sound though only subtitles ,0
3447,2009-06-16,I wish @natashaax's phone call yesterday didn't get cut off cause I wanted to talk to her but I don't have enough money on my phone  awell,0
3448,2009-06-18,"Life Sucks, Then You Die ",0
3449,2009-06-01,@electricalexis Indeed.  I'm just happy for the existence of Pandora. =D,0
3450,2009-06-07,&quot;jackie get it thru ur head ily&quot; -- I miss them words ,0
3451,2009-06-02,has a head ache and has to go to work... ,0
3452,2009-06-06,right sweeds and beth gone to blackpool i need to ring rachel but at the moment i'm trying to improve my yo yo skills which is failing ,0
3453,2009-06-01,Can not do helloworld with METRO on Glassfish tools bundle for eclipse. Same code OK with netbeans  Time wasted .... Shit !!,0
3454,2009-05-04,@poppymarie i havint got tickets either  but will b 2 hard 4 me 2 go unfort ! i live in ireland !,0
3455,2009-06-18,today was sooo boring! ,0
3456,2009-04-07,Pure hurt my neck at the gym ,0
3457,2009-06-07,"oh by the way, i'm supporting Benny Gallagher in Blackheath on Friday - come along!  it's a tenner to get in tho   http://tiny.cc/Hmd4U",0
3458,2009-05-31,@MrsMcFlyGrimmy yeah i will be just really gutted at the mo  xxx,0
3459,2009-06-07,Why do i keep wakin up bt 9? STUPID TIME ,0
3460,2009-05-30,I think twitter is down!  I can't get to it online ,0
3461,2009-06-01, I saw all the 'tussen de oren' episodes and feel very sad and lonely now. What to watch what to watch?,0
3462,2009-06-15,"@tenderclaw Yes, my fair, sweet Lola, RIP   Friends were super-supportive yesterday, came over in black for a mini-funeral.  Mopey today.",0
3463,2009-06-16,"its a nice day, why do i have to go to work!! ",0
3464,2009-05-29,So tempting to keep hitting the snooze button this morning. I want more sleep ,0
3465,2009-06-19,@leesemp and I trying to make it home from a week in Ireland.....battling the horrendous JFK / Delta combination ,0
3466,2009-06-19,I DON'T WANT TO STUDY   DAMN YOU SMITH AND YOUR DEMONIC BOOK,0
3467,2009-06-24,really bummed about the canceled fly society party tomorrow  ,0
3468,2009-06-25,"hates kristin stewart's look on her new movie...  she looks like a freaking ZBZ nightmare... and that really doesn't look good, trust me.",0
3469,2009-05-29,"In need of food!! I hate living at home, my parents NEVER have any food to eat. I want to order a pizza but it is way too late ",0
3470,2009-05-03,GCSES start this week ,0
